claim_id,claim_category,preferred_statement,numeric_value,display_value,unit,horizon,threshold,budget,model,policy,aggregation_scope,denominator,source_package,source_file,source_row_key,source_sha256,frozen_tag,peeled_commit,status,allowed_document_locations,prohibited_interpretation,notes
CLAIM_LAG_HGBR_H5_SHORT_MAE,lag_sensitivity,Lag sensitivity MAE for HGBR H5 SHORT is fixed to frozen execution output.,1.8025005960084928,1.8025005960084928,mg/L,H5,na,na,HGBR,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=HGBR;h=5;cfg=SHORT,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_LAG_Ridge_H1_LONG_MAE,lag_sensitivity,Lag sensitivity MAE for Ridge H1 LONG is fixed to frozen execution output.,1.564929289475375,1.564929289475375,mg/L,H1,na,na,Ridge,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=Ridge;h=1;cfg=LONG,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_LAG_Ridge_H1_REFERENCE_MAE,lag_sensitivity,Lag sensitivity MAE for Ridge H1 REFERENCE is fixed to frozen execution output.,1.5586750869880055,1.5586750869880055,mg/L,H1,na,na,Ridge,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=Ridge;h=1;cfg=REFERENCE,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_LAG_Ridge_H1_SHORT_MAE,lag_sensitivity,Lag sensitivity MAE for Ridge H1 SHORT is fixed to frozen execution output.,1.5618458624267584,1.5618458624267584,mg/L,H1,na,na,Ridge,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=Ridge;h=1;cfg=SHORT,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_LAG_Ridge_H3_LONG_MAE,lag_sensitivity,Lag sensitivity MAE for Ridge H3 LONG is fixed to frozen execution output.,1.7807144705682827,1.7807144705682827,mg/L,H3,na,na,Ridge,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=Ridge;h=3;cfg=LONG,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_LAG_Ridge_H3_REFERENCE_MAE,lag_sensitivity,Lag sensitivity MAE for Ridge H3 REFERENCE is fixed to frozen execution output.,1.7975041211450118,1.7975041211450118,mg/L,H3,na,na,Ridge,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=Ridge;h=3;cfg=REFERENCE,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_LAG_Ridge_H3_SHORT_MAE,lag_sensitivity,Lag sensitivity MAE for Ridge H3 SHORT is fixed to frozen execution output.,1.7924219765092506,1.7924219765092506,mg/L,H3,na,na,Ridge,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=Ridge;h=3;cfg=SHORT,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_LAG_Ridge_H5_LONG_MAE,lag_sensitivity,Lag sensitivity MAE for Ridge H5 LONG is fixed to frozen execution output.,1.761889558201028,1.761889558201028,mg/L,H5,na,na,Ridge,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=Ridge;h=5;cfg=LONG,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_LAG_Ridge_H5_REFERENCE_MAE,lag_sensitivity,Lag sensitivity MAE for Ridge H5 REFERENCE is fixed to frozen execution output.,1.773188441884341,1.773188441884341,mg/L,H5,na,na,Ridge,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=Ridge;h=5;cfg=REFERENCE,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_LAG_Ridge_H5_SHORT_MAE,lag_sensitivity,Lag sensitivity MAE for Ridge H5 SHORT is fixed to frozen execution output.,1.7624831585948044,1.7624831585948044,mg/L,H5,na,na,Ridge,lag_sensitivity,pooled,canonical held-out rows,lag_window_sensitivity_execution,tables/final_lag_window_sensitivity_table.csv,model=Ridge;h=5;cfg=SHORT,a453dac1d766950e6f3ae277b6258a83d653248351e75d2cae73e87a5b7a9979,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"main_lag_table,SI_lag",do not interpret as optimization or final-pathway retuning,reference mapping frozen
CLAIM_PACKAGE_CORRECTED_PROTOCOL_TEST,package_status,Frozen package corrected_protocol recorded test status .,,,status,all,na,na,na,na,package,na,corrected_protocol,,test_result,9b55e9d56c52ff07b49ac04992172b580d752dc93b95d1d523d6e8d5feaa6551,corrected-protocol-v1,2bbf5eba419b0650693f1e88326107bf9a346c68,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_PERSISTENCE_CORRECTED_TEST,package_status,Frozen package persistence_corrected recorded test status pass_12_of_12.,pass_12_of_12,pass_12_of_12,status,all,na,na,na,na,package,na,persistence_corrected,revision_2026/04_controlled_reruns/persistence/persistence_run_manifest.json,test_result,79b5154f46446123d1d1924ab7bd7f764bc6d3d05144b0adb17fd12dfe2fa6c9,persistence-corrected-v1,41f184a29ff88aaf275f3365267b8c909ce7598a,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_RIDGE_CORRECTED_TEST,package_status,Frozen package ridge_corrected recorded test status pass_15_of_15.,pass_15_of_15,pass_15_of_15,status,all,na,na,na,na,package,na,ridge_corrected,revision_2026/04_controlled_reruns/ridge/ridge_run_manifest.json,test_result,5fef902a17b831a256cbc457086225ae4bd645c071dc1e0f6deb215ffb1f2f70,ridge-corrected-v1,69cfb2bf8bc181dc1de1e09f0c7477a1a5de7585,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_ELASTICNET_CORRECTED_TEST,package_status,Frozen package elasticnet_corrected recorded test status pass_15_of_15.,pass_15_of_15,pass_15_of_15,status,all,na,na,na,na,package,na,elasticnet_corrected,revision_2026/04_controlled_reruns/elasticnet/elasticnet_run_manifest.json,test_result,4c48339b2b154c59511200a186be110fd34dba8bfb4065669316a0356da9cff9,elasticnet-corrected-v1,1db2f3472cd48274a5afa4010f446952d76c6042,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_HGBR_CORRECTED_TEST,package_status,Frozen package hgbr_corrected recorded test status pass_20_of_20.,pass_20_of_20,pass_20_of_20,status,all,na,na,na,na,package,na,hgbr_corrected,revision_2026/04_controlled_reruns/hgbr/hgbr_run_manifest.json,test_result,0a50d9e1d6027a8c3217b76becd86437b4dcda1d92c5b7869bfc65f90352fbc0,hgbr-corrected-v1,4d16b4d513e4fd9aa7c1acd85d0b5894ce4d5d62,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_BCR_TCN_V11_H5_CORRECTED_TEST,package_status,Frozen package bcr_tcn_v11_h5_corrected recorded test status pass_25_of_25.,pass_25_of_25,pass_25_of_25,status,all,na,na,na,na,package,na,bcr_tcn_v11_h5_corrected,revision_2026/04_controlled_reruns/bcr_tcn_v11_h5/bcr_tcn_v11_h5_run_manifest.json,test_result,d67df8e2566193862c32af14aa5dd9a69d38c71fb188e65a831f17255cf44c3e,bcr-tcn-v11-h5-corrected-v1,596f1d05ff477c317b9712d1233b64c6443e8c32,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_CANONICAL_H5_ASSEMBLY_TEST,package_status,Frozen package canonical_h5_assembly recorded test status pass_21_of_21.,pass_21_of_21,pass_21_of_21,status,all,na,na,na,na,package,na,canonical_h5_assembly,revision_2026/05_canonical_predictions/h5_cross_model/canonical_h5_assembly_manifest.json,test_result,198a9a2b703ac65bccdb843c5f26c32761b34f23d54f33dbb72b777c44e33752,canonical-h5-assembly-v1,ea6e72f891afc7a62a9ca8206242f946047edbab,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_FULLY_NESTED_HYBRIDRANK_FEASIBILITY_TEST,package_status,Frozen package fully_nested_hybridrank_feasibility recorded test status pass_guard_block_28_of_28.,pass_guard_block_28_of_28,pass_guard_block_28_of_28,status,all,na,na,na,na,package,na,fully_nested_hybridrank_feasibility,revision_2026/06_corrected_hybridrank/h5/fully_nested/fully_nested_hybridrank_h5_manifest.json,test_result,0158e7eac540709452c6ed077556367c30fe2feec6f350fc7f2c90cd12db1b93,fully-nested-hybridrank-h5-feasibility-v1,ea738f9bca32b3bf5648a860c35cd84fbe4e205b,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_FIXED_HYBRIDRANK_SCORES_TEST,package_status,Frozen package fixed_hybridrank_scores recorded test status pass_67_of_67.,pass_67_of_67,pass_67_of_67,status,all,na,na,na,na,package,na,fixed_hybridrank_scores,revision_2026/06_corrected_hybridrank/h5/fixed_policy/fixed_hybridrank_h5_manifest.json,test_result,bc37f6621bb923e360d62385c1cfd5718e0e4e6b75900a4cfe6de7c663a74e59,fixed-hybridrank-h5-scores-v1,1a7fa526c26397ac50810bca24f57d3765aa4af4,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_RETROSPECTIVE_ALARM_BUDGET_TEST,package_status,Frozen package retrospective_alarm_budget recorded test status pass_66_of_66.,pass_66_of_66,pass_66_of_66,status,all,na,na,na,na,package,na,retrospective_alarm_budget,revision_2026/07_retrospective_alarm_budget/h5/retrospective_h5_alarm_budget_manifest.json,test_result,be95bfae5dfc8b50be85f27ec46e2aad18ca0815d135219100591b13387a57d5,retrospective-h5-alarm-budget-v1,140b8193f31425f7506fae4f36987246eedab729,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_SEQUENTIAL_PAST_ONLY_TEST,package_status,Frozen package sequential_past_only recorded test status pass_65_of_65.,pass_65_of_65,pass_65_of_65,status,all,na,na,na,na,package,na,sequential_past_only,revision_2026/08_sequential_alarm_policy/h5/sequential_h5_alarm_policy_manifest.json,test_result,d094ebad738e7363d0c3d00524fcc4253e07c04fb512a7b714462a0b03852480,sequential-h5-past-quantile-v1,e98a21d77033d746e7b77f348af8dc34be0768fd,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_SEQUENTIAL_QUOTA_ENFORCED_TEST,package_status,Frozen package sequential_quota_enforced recorded test status pass_25_of_25.,pass_25_of_25,pass_25_of_25,status,all,na,na,na,na,package,na,sequential_quota_enforced,revision_2026/08_sequential_alarm_policy/h5/quota_enforced/quota_enforced_h5_manifest.json,test_result,85deddbd0b9045196b0c526a88ee625f477d28e36a28e706d50ee3ee26498646,quota-enforced-sequential-h5-v1,045d265f54d29eb1212758307161072c25379541,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_CANONICAL_H1_H3_RECONCILIATION_TEST,package_status,Frozen package canonical_h1_h3_reconciliation recorded test status pass_56_of_56.,pass_56_of_56,pass_56_of_56,status,all,na,na,na,na,package,na,canonical_h1_h3_reconciliation,revision_2026/09_h1_h3_reconciliation/canonical_h1_h3_reconciliation_manifest.json,test_result,02ecd36d6fd11733dc2c48cc3eff38acfd40c4f4bc16ad5de44baebd17399fe8,canonical-h1-h3-reconciliation-v1,15cc6f8414df3e60692700963afc296e7653236e,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_LAG_WINDOW_SENSITIVITY_DESIGN_TEST,package_status,Frozen package lag_window_sensitivity_design recorded test status pass_44_of_44.,pass_44_of_44,pass_44_of_44,status,all,na,na,na,na,package,na,lag_window_sensitivity_design,revision_2026/10_lag_window_sensitivity/00_design/lag_window_sensitivity_design_manifest.json,test_result,898209e3dd372e1be0c464a60ed02715f64439bc518016b30b51f65b46bc798b,lag-window-sensitivity-design-v1,dee06bcfeca0c3c224897a2a92261c13f4fea26e,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
CLAIM_PACKAGE_LAG_WINDOW_SENSITIVITY_EXECUTION_TEST,package_status,Frozen package lag_window_sensitivity_execution recorded test status pass_75_of_75.,pass_75_of_75,pass_75_of_75,status,all,na,na,na,na,package,na,lag_window_sensitivity_execution,revision_2026/10_lag_window_sensitivity/01_execution/lag_window_sensitivity_execution_manifest.json,test_result,96e701958435ea339425a92c11a0ab2582c5ef3530b30ccaf17c375c63621fa3,lag-window-sensitivity-execution-v1,f61278b3e3fc2cb0b69564b346a4bf32e037b4fb,canonical,"reproducibility_tree,methods",do not claim unverified package states,package registry evidence
